#PATH-POINTS-START Mogo 1
-53, 0, 80.583
-51.618, 1.445, 77.367
-50.28, 2.932, 74.011
-49.086, 4.534, 70.499
-48.193, 6.319, 66.806
-47.663, 8.245, 62.894
-47.399, 10.227, 58.719
-47.279, 12.223, 54.222
-47.238, 14.223, 49.315
-47.238, 16.223, 43.863
-47.26, 18.222, 37.63
-47.294, 20.222, 30.133
-47.334, 22.222, 20
-47.363, 23.622, 0
-47.363, 23.622, 0
-47.777, 43.618, 0
endData
#PATH-POINTS-START Ring 1
-47, 23.5, 100
-45, 23.5, 100
-43, 23.5, 100
-41, 23.5, 100
-39, 23.5, 100
-37, 23.5, 97.6
-35, 23.5, 94.962
-33, 23.5, 92.248
-31, 23.5, 89.453
-29, 23.5, 86.566
-27, 23.5, 83.581
-25, 23.5, 80.484
-23, 23.5, 77.264
-21, 23.5, 73.904
-20.122, 24.493, 71.59
-20.348, 26.48, 67.949
-20.514, 28.473, 64.103
-20.527, 30.472, 60.012
-20.252, 32.449, 55.627
-19.498, 34.292, 51.915
-18.232, 35.832, 67.789
-16.624, 37.016, 79.134
-14.857, 37.949, 87.242
-13.01, 38.715, 92.36
-11.121, 39.37, 94.101
-9.206, 39.948, 95.389
-7.276, 40.472, 92.688
-5.337, 40.959, 89.906
-3.39, 41.417, 87.035
-1.438, 41.852, 84.066
0.518, 42.271, 80.988
2.476, 42.677, 77.789
4.437, 43.073, 74.452
6.399, 43.461, 70.958
8.362, 43.841, 67.284
10.327, 44.216, 63.396
12.292, 44.588, 59.254
14.257, 44.957, 54.8
16.224, 45.323, 49.951
18.19, 45.688, 44.577
20.157, 46.051, 38.459
22.124, 46.413, 31.162
24.091, 46.775, 21.519
25.884, 47.105, 0
25.884, 47.105, 0
45.554, 50.721, 0
endData
#PATH-POINTS-START Align 0
25.884, 47.105, 65
23.925, 46.703, 65
21.965, 46.301, 65
20.006, 45.899, 65
18.047, 45.498, 65
16.088, 45.096, 65
14.128, 44.694, 65
12.169, 44.292, 63.25
10.21, 43.891, 59.098
8.251, 43.489, 54.632
6.292, 43.087, 49.765
4.332, 42.685, 44.369
2.373, 42.284, 38.218
0.414, 41.882, 30.864
-1.545, 41.48, 21.086
-3.26, 41.129, 0
-3.26, 41.129, 0
-22.852, 37.111, 0
endData
#PATH-POINTS-START Wall 1
-3.26, 41.129, 55
-3.26, 43.129, 55
-3.26, 45.129, 54.991
-3.26, 47.129, 50.16
-3.26, 49.129, 44.811
-3.26, 51.129, 38.731
-3.26, 53.129, 31.497
-3.26, 55.129, 22.001
-3.26, 57.034, 0
-3.26, 57.034, 0
-3.26, 77.034, 0
endData
#PATH-POINTS-START Ring 2
-3.26, 57.034, 44.427
-4.816, 55.779, 44.807
-6.257, 54.393, 47.013
-7.614, 52.924, 48.888
-8.981, 51.464, 43.912
-10.475, 50.137, 39.802
-12.162, 49.067, 40.343
-14.003, 48.292, 42.314
-15.932, 47.767, 44.485
-17.903, 47.432, 46.266
-19.893, 47.231, 47.165
-21.89, 47.131, 47.857
-23.89, 47.105, 50
-25.89, 47.105, 50
-27.89, 47.105, 50
-29.89, 47.105, 50
-31.89, 47.105, 50
-33.89, 47.105, 50
-35.89, 47.105, 50
-37.89, 47.105, 50
-39.89, 47.105, 50
-41.89, 47.105, 50
-43.89, 47.105, 50
-45.89, 47.105, 50
-47.89, 47.105, 50
-49.89, 47.105, 50
-51.89, 47.105, 46.104
-53.89, 47.105, 40.219
-55.89, 47.105, 33.311
-57.89, 47.105, 24.528
-60.258, 47.105, 0
-60.258, 47.105, 0
-80.258, 47.105, 0
endData
#PATH-POINTS-START Align 1
-60.258, 47.105, 80.598
-58.265, 47.271, 77.382
-56.272, 47.437, 74.027
-54.279, 47.603, 70.512
-52.286, 47.769, 66.813
-50.293, 47.935, 62.897
-48.3, 48.101, 58.72
-46.306, 48.267, 54.222
-44.313, 48.433, 49.315
-42.32, 48.6, 43.863
-40.327, 48.766, 37.63
-38.334, 48.932, 30.133
-36.341, 49.098, 20
-35.499, 49.168, 0
-35.499, 49.168, 0
-15.568, 50.829, 0
endData
#PATH-POINTS-START Ring 3
-35.499, 49.168, 66.813
-36.985, 50.506, 62.897
-38.472, 51.844, 58.72
-39.959, 53.182, 54.222
-41.445, 54.52, 49.315
-42.932, 55.858, 43.863
-44.418, 57.196, 37.63
-45.905, 58.533, 30.133
-47.391, 59.871, 20
-48.394, 60.774, 0
-48.394, 60.774, 0
-63.26, 74.153, 0
endData
#PATH-POINTS-START Corner 1
-48.136, 60.774, 63.556
-50.115, 61.066, 59.425
-52.093, 61.358, 54.985
-54.072, 61.65, 50.153
-56.051, 61.942, 44.803
-58.029, 62.234, 38.721
-60.008, 62.525, 31.485
-61.986, 62.817, 21.985
-63.869, 63.095, 0
-63.869, 63.095, 0
-83.655, 66.014, 0
endData
#PATH-POINTS-START Align 2
-63.869, 63.095, 100
-63.408, 61.149, 100
-62.946, 59.203, 100
-62.485, 57.257, 100
-62.024, 55.311, 100
-61.562, 53.365, 100
-61.101, 51.419, 100
-60.64, 49.473, 100
-60.179, 47.527, 100
-59.717, 45.58, 100
-59.256, 43.634, 100
-58.795, 41.688, 100
-58.333, 39.742, 100
-57.872, 37.796, 100
-57.411, 35.85, 100
-56.949, 33.904, 100
-56.488, 31.958, 100
-56.027, 30.012, 97.693
-55.566, 28.066, 95.058
-55.104, 26.12, 92.347
-54.643, 24.174, 89.554
-54.182, 22.228, 86.672
-53.72, 20.281, 83.69
-53.259, 18.335, 80.598
-52.798, 16.389, 77.382
-52.337, 14.443, 74.027
-51.875, 12.497, 70.512
-51.414, 10.551, 66.813
-50.953, 8.605, 62.897
-50.491, 6.659, 58.72
-50.03, 4.713, 54.222
-49.569, 2.767, 49.315
-49.108, 0.821, 43.863
-48.646, -1.125, 37.63
-48.185, -3.071, 30.133
-47.724, -5.018, 20
-47.363, -6.541, 0
-47.363, -6.541, 0
-42.75, -26.001, 0
endData
#PATH-POINTS-START Mogo 2
-47.363, -6.541, 70.56
-47.363, -8.541, 66.863
-47.363, -10.541, 62.95
-47.363, -12.541, 58.777
-47.363, -14.541, 54.283
-47.363, -16.541, 49.383
-47.363, -18.541, 43.94
-47.363, -20.541, 37.719
-47.363, -22.541, 30.244
-47.363, -24.541, 20.167
-47.363, -26.142, 0
-47.363, -26.142, 0
-47.363, -46.142, 0
endData
